SKU,NOMBRE,UBICACION-1,UBICACION-2,UBICACION-3
MP000050,Terrones de Azucar - Caja 100 Un,,,
MP000049,Tenedor Plastico Blanco,,,
MP000048,Plato Plastico,,,
MP000047,"Pilas 1,5v Aaa",,,
MP000046,"Pilas 1,5v Aa",,,
MP000045,Pelota de Plumavit - 7 Cm,,,
MP000044,Papel Film Plastico,,,
MP000043,Rollo de Papel Aluminio,,,
MP000042,Paños Filtrantes - 22x21 Cm,,,
MP000041,Navecilla para Pesar Mediana,,,
MP000040,Marcador de Color - 12 unidades,,,
MP000038,Lupa Escolar,19,42,
MP000037,Linterna con Dinamo,Ex 9,31,
MP000036,Huincha de Sastre,,,
MP000035,Hilo de Coser,,,
MP000034,Globos - 50 unidades,,,
MP000033,Fuente Plastica Mediana,,,
MP000032,Espuma de Afeitar en Lata,,,
MP000031,Esponjitas de Maquillaje,,,
MP000030,Dados,,,
MP000028,Cuchara Plastica Desechable,,,
MP000027,Cuchara Plastica Reutilizable,,,
MP000025,Cubeteras de Hielo,,,
MP000023,Cordel o Pitilla (rollo),,,
MP000022,Clavo Galvanizado con Zinc,,,
MP000021,Cinta de Enmascarar,,,
MP000020,Cinta Aislante Gris o Ploma,,,
MP000019,Cinta Aisladora,,,
MP000018,Castañuelas o Manos Plapla,,,
MP000014,Bombitas de Agua - 100 unidades,,,
MP000013,Bombilla Recta de Papel,,,
MP000011,Bolsa Plastica 20x30cm - 5mic colores,,,
MP000010,Miniflauta o Armonica,,,
MP000009,Bateria 9v,,,
MP000008,Almohadilla con Tinta,,,
MP000006,Algodon Prensado - 250 Gramos,,,
MP000005,Alambre de Cobre - 1 Metro,,,
MP000004,Silbato,,,
MP000003,Caja Plastica 12 Litros,,,
MP000002,Jarro Graduado - 1 Litro,12,31,
MP000001,Vaso Plastico Reutilizable - 473 Ml,,,
ML001515,"Placa PCR 96 Pocillos 0,2 ml Media Falda (PCR Plate Half skirt)- 50 Unidades",,,
ML001513,"Placa PCR 96 Pocillos 0,1 ml Medio Faldon (PCR Plate Half Skirt con pestaña superior)- 50 Unidades )",,,
ML001488,Punta Esteril con Filtro para Pipeta 1250 ul Libre DNA/RNAsas - 50 Unid,,,
ML001486,Punta Esteril con Filtro 20 ul Libre DNA/RNAsas - 50 Unid,,,
ML001464,Punta Esteril con Filtro para Pipeta 10 ul S Libre DNA/RNAsas - 50 Unid,,,
ML000937,Termometro de Alcohol - 10 a 260°c,1,,
ML000908,Matraz aforado 100 mL - Clase A certificado NS 14/23,,,
ML000907,Recuperador de barra magnética - 30 cm,14,,
ML000905,Balon de fondo plano esmerilado union 24/40 - 250 mL,,,
ML000904,Sistema de destilacion 2 balones 1000 mL 2 refrigerantes rectos uniones 24/49,41,,
ML000903,Sistema de destilacion 2 balones 500 mL 2 refrigerantes rectos uniones 24/49,41,,
ML000902,Sistema de filtracion con nucleo de vidrio 47 mm (matraz 1 litro esmerilado),Ex 11,41,
ML000901,Espátula macro cuchara y plano - Acero inoxidable - 300 mm,15,21,
ML000900,Pinza metalica con recubrimiento de goma para bureta o termometro,,,
ML000899,Pipeta de Transferencia o Pasteur en Envase Individual - ESTÉRIL - 1 mL - 10 Un,2,42,
ML000898,Pipeta de Transferencia o Pasteur en Envase Individual - ESTÉRIL - 3 mL - 10 Un,2,42,
ML000897,Hisopo o escobilla mini cerda de crin 12x12 mm,Ex 10,43,
ML000896,Picnometro calibrado certificado 100 mL - EISCO BT1106CL (Certif individual),5,,
ML000895,Picnometro calibrado certificado 50 mL - EISCO BT1105CL (Certif individual),5,,
ML000894,Picnometro calibrado certificado 25 mL - EISCO BT1104CL (Certif individual),5,,
ML000893,Picnometro calibrado certificado 10 mL - EISCO BT1102CL (Certif individual),5,,
ML000892,Probeta Graduada de Vidrio 1000 mL - Clase A tapon vidrio - Cert lote ISO 4788 EISCO CH0349O,33,38,
ML000891,Probeta Graduada de Vidrio 500 mL - Clase A tapon vidrio - Cert lote ISO 4788 EISCO CH0349N,33,36,38
ML000890,Probeta Graduada de Vidrio 250 mL - Clase A tapon vidrio - Cert lote ISO 4788 EISCO CH0349M,33,38,
ML000889,Probeta Graduada de Vidrio 100 mL - Clase A tapon vidrio - Cert lote ISO 4788 EISCO CH0349L,33,38,
ML000888,Probeta Graduada de Vidrio 50 mL - Clase A tapon vidrio - Cert lote ISO 4788 EISCO CH0349K,33,38,
ML000887,Probeta Graduada de Vidrio 25 mL - Clase A tapon vidrio - Cert lote ISO 4788 EISCO CH0349J,37,,
ML000886,Probeta Graduada de Vidrio 10 mL - Clase A tapon vidrio - Cert lote ISO 4788 EISCO CH0349I,34,37,
ML000885,Papel Indicador de Ph Rango 0- 14 - Caja 100 Un- EISCO,14,,
ML000884,Repuesto Mecha para Mechero de Alcohol- Pack 25 un,24,,
ML000883,Pipeta graduada 2 mL – Clase A - Borosilicato Certif. lote ISO 835 EISCO CH0573B,2,,
ML000882,Pipeta Volumetrica 25 mL simple aforo Clase A Certif lote ISO 648 - EISCO CH0559G,2,,
ML000881,Bureta Schellbach 100 mL Llave PTFE Clase A Certif lote ISO 385 EISCO CH0241F,40,,
ML000880,Bureta Schellbach 50 mL Llave PTFE Clase A Certif lote ISO 385 EISCO CH0241E,40,,
ML000879,Bureta Schellbach 25 mL Llave PTFE Clase A Certif lote ISO 385 EISCO CH0241D,40,,
ML000878,Bureta Schellbach 10 mL Llave PTFE Clase A Certif lote ISO 385 EISCO CH0241D01,33,40,
ML000877,Pipeta graduada 25 mL – Clase A - Borosilicato Certif. lote ISO 835 EISCO CH0573E,2,,
ML000876,Pipeta graduada 10 mL – Clase A - Borosilicato Certif. lote ISO 835 EISCO CH0573D,2,,
ML000875,Pipeta graduada 5 mL – Clase A - Borosilicato Certif. lote ISO 835 EISCO CH0573C,2,,
ML000874,Pipeta graduada 1 mL – Clase A - Borosilicato Certif. lote ISO 835 EISCO CH0573A,2,,
ML000873,Pipeta Volumetrica 100 mL simple aforo Clase A Certif lote ISO 648 - EISCO CH0559I,33,40,
ML000872,Pipeta Volumetrica 50 mL simple aforo Clase A Certif lote ISO 648 - EISCO CH0559H,33,40,
ML000871,Pipeta Volumetrica 10 mL simple aforo Clase A Certif lote ISO 648 - EISCO CH0559D,2,,
ML000870,Pipeta Volumetrica 5 mL simple aforo Clase A Certif lote ISO 648 - EISCO CH0559C,2,,
ML000869,Matraz volumetrico aforado 2000 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446J,34,,
ML000868,Matraz volumetrico aforado 1000 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446I,,,
ML000867,Matraz volumetrico aforado 500 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446H,,,
ML000866,Matraz volumetrico aforado 250 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446G,34,37,
ML000865,Matraz volumetrico aforado 200 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446F,,,
ML000864,Matraz volumetrico aforado 100 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446E,34,,
ML000863,Matraz volumetrico aforado 50 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446D,34,37,
ML000862,Matraz volumetrico aforado 25 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446C,34,38,
ML000861,Matraz volumetrico aforado 20 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446B01,34,37,
ML000860,Matraz volumetrico aforado 10 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446B,34,37,
ML000859,Matraz volumetrico aforado 5 mL tapon PE - Borosilicato  - Certif lote ISO 1042 EISCO CH0446A,34,38,
ML000858,Pipeta Graduada Clase B- Borosilicato- 50ML,3,,
ML000857,Pipeta Graduada Clase B- Borosilicato- 25ML,3,,
ML000856,Pipeta Graduada Clase B - Borosilicato- 20ML,2,,
ML000854,Pipeta Graduada Clase B- Borosilicato- 5ML,,,
ML000853,Caja contenedora para 100 Preparaciones Histologicas,Ex 14,22,
ML000852,Lentes de Proteccion Cobertura Completa,32,,
ML000851,Gotario de Vidrio con Bulbo de Silicon - 1 Ml,,,
ML000850,Capuchon o Bulbo de Silicon para Gotario Pasteur - 3ml,1,,
ML000849,Sistema de destilación 1000ml - Importación,,,
ML000848,Sistema de destilación 500ml - Importación,,,
ML000847,Taza Vaso Precipitado - 300ML,Ex 22,35,
ML000846,Taza Vaso Precipitado - 250ML,Ex 22,35,
ML000845,Taza Vaso Precipitado - 100ML (Set 4 unidades),Ex 22,35,
ML000843,Probeta Graduada Esmerilada con Tapa - Clase A - 100 Ml,13,,
ML000842,Probeta Graduada - Polipropileno - 2 Litro,33,37,
ML000841,Estacion de Secado para Material de Laboratorio 48 posiciones,Ex 11,,
ML000840,Matraz aforado 1000 mL - Clase A certificado NS 24/29,38,,
ML000838,Matraz aforado 250 mL - Clase A certificado NS 14/23,38,,
ML000835,Matraz aforado 50 mL - Clase A certificado NS 14/23,38,,
ML000834,Matraz aforado 25 mL - Clase A certificado NS 12/21,38,,
ML000832,Pipeta volumetrica o aforada de borosilicato - 50 mL,,,
ML000831,Embudo - Polipropileno - 100Mm,Ex 7,37,
ML000830,Asas Calibradas 10 Microlitros Esteriles - Pack 20 Unidades,14,,
ML000827,Tubo de Vidrio en U-  20cm,32,36,
ML000826,Cubeta de Tinción vertical para 9 portaobjetos,,,
ML000825,Botella Boca Ancha Vidrio Transparente 1 L Tapon Vidrio Esmerilado,21,37,
ML000824,Botella Boca Ancha Vidrio Transparente 500 mL Tapon Vidrio Esmerilado,21,37,
ML000823,Botella Boca Ancha Vidrio Transparente 250 mL Tapon Vidrio Esmerilado,21,37,
ML000822,Botella Boca Ancha Vidrio Transparente 125 mL Tapon Vidrio Esmerilado,21,37,
ML000821,Botella Boca Ancha Vidrio Transparente 60 mL Tapon Vidrio Esmerilado,21,37,
ML000820,Botella Boca Ancha Vidrio Transparente 30 mL Tapon Vidrio Esmerilado,21,,
ML000819,Botella Boca Ancha Vidrio Ambar 1 L Tapon Vidrio Esmerilado,21,37,
ML000818,Botella Boca Ancha Vidrio Ambar 500 mL Tapon Vidrio Esmerilado,21,37,
ML000817,Botella Boca Ancha Vidrio Ambar 250 mL Tapon Vidrio Esmerilado,12,37,
ML000816,Botella Boca Ancha Vidrio Ambar 125 mL Tapon Vidrio Esmerilado,21,,
ML000815,Botella Boca Ancha Vidrio Ambar 60 mL Tapon Vidrio Esmerilado,21,Ex 22,37
ML000814,Botella Boca Ancha Vidrio Ambar 30 mL Tapon Vidrio Esmerilado,21,Ex 22,
ML000813,Termometro de Galileo 10 Bolas - 44 cm,Ex 22,25,
ML000812,Termometro de Galileo 5 Bolas - 22 cm,Ex 22,25,39
ML000811,Pinza de Mohr - 70 mm,18,,
ML000810,Frasco Gotero de Vidrio Ambar con Inserto- 100ml,21,35,
ML000809,Botella Ambar de Vidrio Soda con Tapa- 50 mL,21,33,
ML000808,Juego de Barras magneticas agitadoras,14,,
Ml000807,Set de 26 Placas Petri - Plastico - 60 X 15 Mm (Esteriles),26,,
ml000806,"Campanas de Durham 35*7*0,9mm - Pack de 20 un",,,
ML000804,Tapón de goma Nº 2 - 21x15x26 mm,22,,
ML000803,Tijera mayo - Acero inoxidable,18,,
ML000802,Pinza Kelly - Acero inoxidable,Ex 7,18,
ML000801,Tubo de ensayo 20 x 150 mm × 20,Ex 7,36,
ML000800,Espátula micro doble plano - Acero inoxidable - 220 mm,15,21,
ML000776,Pechera Azul - Pack de 10 unidades,,,
ML000775,Sabanilla Medica - 48 metros - Pack de 02 rollos,2B,,
ML000774,Cubre Calzados - Pack de 100 unidades,41,,
ML000773,Cofias - Pack de 100 unidades,,,
ML000768,Set de 10 Placas Petri - Plastico - 90 X 15 Mm (Esteriles),26,,
ML000766,Tapon de Silicona N° 4 Medida Interna. 20 mm Altura. 24 mm,22,,
ML000765,Embudo de Decantacion con Llave de vidrio - 1 Litro,36,,
ML000763,Set de 10 unidades de Tubo Fondo Cónico con Tapa,,,
ML000762,Tapon de Silicona Monohoradado N°3 Medida Interna 18MM Altura. 24 mm,22,,
ML000761,Tapon de Silicona N° 00 Medida Interna 10 mm Altura. 24 mm,22,,
ML000755,Tapon de Silicona N° 6 Medida Interna 25 mm Altura. 24 mm,22,,
ML000735,Balón de Destilación con Tubo Lateral - 125 ml,37,,
ML000720,Argolla sin Nuez - 80Mm,40,,
ML000719,Propipeta Azul 2 Ml,31,33,
ML000685,Picnómetro calibrado de 250 ml,5,,
ML000684,Extractor Soxhlet con refrigerante de bolas y balon fondo redondo 500 mL union 24/40,,,
ML000683,Unidad de filtración al vacio de vidrio borosilicato - 40 a 47 mm,41,,
ML000682,Tamiz de malla acero nº 200 - 0.075 mm,,,
ML000681,Tamiz de malla acero nº 16 - 1.18 mm,Ex 11,,
ML000680,Tamiz de malla acero nº 12 - 1.70 mm,,,
ML000679,Tamiz de malla acero nº 10 - 2.00 mm,Ex 11,,
ML000678,Tamiz de malla acero nº 8 - 2.36 mm,,,
ML000675,Set de sacabocados para tapón de goma metalico 12 piezas de diferentes medidas,22,36,
ML000674,Tubo thiele vidrio borosilicato (50 o70 ml) y una longitud de 150mm,36,,
ML000669,Tubos capilares de 10 cm de largo sin heparina - 500un,31,,
ML000656,Extractor Soxhlet con refrigerante de bolas y balon fondo redondo 250 mL union 24/40,36,,
ML000648,Guantes de Nitrilo sin Polvo - Caja 100 Un - Talla XL,39,,
ML000641,Pinza plástica desechable - 10 cm,Ex 7,18,
ML000637,Set de Botellas Tapa Azul,21,,
ML000619,Criotubo 1.5 mL con o-ring DNAsa/RNAsa free autoclavable - Biologix - Bolsa 50 unid,Ex 7,42,
ML000618,Termómetro de Galileo 4 Bolas - 17 cm,Ex 22,25,
ML000617,Matraz Erlenmeyer con tapa rosca - Borosilicato - 1 litro,32,38,
ML000616,Matraz Erlenmeyer con Tapa Rosca - Borosilicato - 250 mL,32,38,
ML000615,Matraz Erlenmeyer con tapa rosca - Borosilicato - 500 mL,32,38,
ML000614,TUBO DE VIDRIO A MEDIDA,36,,
ML000612,Tubos Capilares C/Heparina - 100und,31,,
ML000603,Vaso con Lupa Doble,10,,
ML000598,Filter Cup VWR 10040-472,,,
ML000590,Vaso de Precipitado- Borosilicato- 2 Litros,34,35,2B
ML000589,Embudo analítico 55mm CEE,34,36,
ML000587,Matraz aforado con tapa - Clase A - 200 mL,34,38,
ML000586,Matraz aforado con tapa - Clase A - 100 mL,,,
ML000584,Matraz Erlenmeyer angosto graduado 125ml,32,38,
ML000583,Polimorfes - Juego de mesa,Ex 29,,
ML000572,Placa Petri Borosilicato 120x20 mm,4,35,
ML000568,Pipeta monocanal  de 20 - 200 ul - Uso escolar,2,42,
ML000567,Micropipeta Monocanal  de 10 - 100 ul - BIOBASE Uso escolar,2,,
ML000566,Pipeta monocanal de 2- 20 ul - Uso escolar,2,,
ML000564,Sello de Seguridad Plastico Enumerado,,,
ML000560,Crisol de Porcelana - 50 mL,8,35,
ML000559,Botella Ambar de Vidrio Soda con Tapa - 100 mL,21,33,
ML000558,Botella Ambar de Vidrio Soda con Tapa- 1 Litro,21,33,
ML000554,Tiras Reactivas Combina M10,,,
ML000553,Mascarilla KN95- Unidad,,,
ML000548,Guantes de Nitrilo sin Polvo - Caja 100 un - Talla XS,39,,
ML000529,Guantes de Vinilo - Caja de 100 Un - Talla L,,,
ML000528,Guantes Vinilo Sin Polvos talla -M,,,
ML000527,Guante de Vinilo - Talla S,,,
ML000526,"Placa PCR 96 Pocillos 0,1 ml Medio Faldon (PCR Plate Half Skirt)",,,
ML000523,Cubreobjetos 20X20 mm - Uso escolar - Caja 100 Un,17,,
ML000521,Deposito de Reactivos 25 ml (Reservorio),,,
ML000520,Pipeta Serológica Plastica Esteril Individual - 25ml,,,
ML000517,Pack 125 Tiras de Tapas,,,
ML000516,"Placa PCR 96 Pocillos 0,2 ml Sin Falda (PCR Plate No Skirt)",,,
ML000515,"Placa PCR 96 Pocillos 0,2 ml Media Falda (PCR Plate Half skirt)",,,
ML000513,"Placa PCR 96 Pocillos 0,1 ml Medio Faldon (PCR Plate Half Skirt con pestaña superior)",,,
ML000511,Pack de 100 Sellos Termicos Opticos para Placas 105 μm - 80x125 mm,,,
ML000510,Pack de 100 Sellos Termicos Rojos de Aluminio para Placas - 80x125 mm,,,
ML000509,Adaptador de Goma - 9 Piezas,22,,
ML000506,Asa de Inoculacion Metalica de 5 Mm de con Mango,14,,
ML000505,Mechero Portatil,24,,
ML000501,Tubo de microcentrifuga tipo eppendorf - 0.6 mL - 500 unidades,42,,
ML000500,Gradilla Armable Mdf - 12 Tubos 18 Mm,19,,
ML000498,Rack de 96 Puntas Esteriles con Filtro para Pipeta 10 ul XL Libre DNA/RNA,43,,
ML000492,Botella Tapa Azul - Borosilicato - 50 Ml,21,33,
ML000488,Rack de 96 Puntas Esteriles con Filtro para Pipeta 1250 ul Libre DNA/RNA,,,
ML000486,Rack de 96 Puntas Esteriles con Filtro para Pipeta 20 ul Libre DNA/RNA,,,
ML000485,Tapon de Goma con Septum - 18x29x33 Mm,,,
ML000482,Tapón de Goma N° 15 - Bihoradado,,,
ML000481,Tapon de Goma N° 6 - Monohoradado,22,,
ML000480,Estacion de Secado para Material de Laboratorio 32 posiciones,,,
ML000476,Tapon de Goma N°0 para Equipo de Destilacion,22,,
ML000475,Crisol de porcelana - 100 mL,Ex 7,8,
ML000472,"Sistema Destilacion - 500 Ml con Soportes Universales, Pinzas y Matraz Colector",,,
ML000471,Pipeta de Transferencia Esteril en Envase Individual - 3 Ml,42,,
ML000470,Pipeta de Transferencia Esteril en Envase Individual - 1 Ml,42,,
ML000469,Tubo de microcentrifuga tipo Eppendorf - 1.5 mL - 500 Unidades,42,,
ML000468,Mechero Bunsen con Llave - Gas Licuado,24,34,
ML000467,Pipeta de transferencia o Pasteur en Envase Individual - ESTÉRIL - 3 mL - 100 Un,42,,
ML000466,Pipeta de Transferencia o Pasteur en Envase Individual - ESTÉRIL - 1 mL - 100 Un,42,,
ML000465,Caja Cortopunzante Plastica Pequeña 1 Litros,Ex 7,43,
ML000464,Rack de 96 Puntas Esteriles con Filtro para Pipeta 10 ul Libre DNA/RNA,,,
ML000463,Balon Fondo Redondo Esmerilado 24/40 - 250 Ml,27,,
ML000462,Tubo de seguridad fabricación a medida,,,
ML000458,Kitasato de Borosilicato - 500 mL,32,37,
ML000457,Mechero Bunsen con Llave - Gas Licuado,24,34,
ML000456,"Hisopo Individual 14,5 cm de Largo - 100 Unidades",42,,
ML000455,Hisopo o Escobilla - Frasco 100 Ml,Ex 10,43,
ML000454,Termometro de Mercurio - 10 a 150°c,,,
ML000450,Hoja de Bisturi N°11 - Caja 100 Un,18,,
ML000446,Tubo Toma Muestra Desechable con Tapa a Presion - 15x60 Mm,,,
ML000443,Tripode para Mechero bunsen - 26 cm alto X 16 cm,34,40,
ML000442,Argolla sin Nuez - 70 Mm,30,40,
ML000441,Portaobjetos - Franja Esmerilada - Caja 50 Uds,17,36,
ML000440,Vidrio de Reloj - 12 Cm,,,
ML000435,Pipeta Volumétrica de borosilicato - Doble Aforo - 25 Ml,3,33,
ML000434,Pipeta Volumétrica de borosilicato- Doble Aforo - 20 Ml,,,
ML000433,Pipeta Volumétrica de borosilicato -Doble Aforo - 10 Ml,,,
ML000432,Pipeta Volumétrica de borosilicato - Doble Aforo - 5 Ml,3,,
ML000423,Union Macho Hembra Esmerilada 24/40,36,,
ML000421,Matraz Aforado con tapa - Clase A - 2 Litros,38,,
ML000419,Jeringa de Vidrio sin Aguja - 10 Ml,29,,
ML000415,Picnometro Calibrado - 25 Ml,5,,
ML000413,"Navecillas para Pesar 4,1x4,1 Cm - 40 Unidades",21,22,
ML000412,"Navecillas para Pesar 8,9x8,9 Cm - 40 Unidades",22,,
ML000411,Navecillas para Pesar 14x14 Cm - 40 Unidades,22,,
ML000409,Colector de Destilacion Esmerilado 24/29 (np),36,,
ML000408,Hoja de Bisturi N°23 - Caja 100 Un,18,,
ML000407,Aguja de Diseccion Curva,Ex 7,18,
ML000406,Aguja de Diseccion Recta,Ex 7,18,
ML000405,Set de 10 Placas Petri - Plastico - 60 X 15 Mm (Esteriles),26,,
ML000404,Set de 20 Placas Petri - Plastico - 90 X 15 Mm (Esteriles),26,39,
ML000403,Frasco Gotero de Vidrio Ambar con Inserto- 10ml,21,37,
ML000399,Vaso de Precipitado - Borosilicato - 3 Litros,11,34,
ML000398,Balon de Destilacion con Tubo Lateral - 250 Ml,,,
ML000396,Vidrio de Reloj - 5 Cm,22,,
ML000393,Pinza para Termometro con Nuez,40,,
ML000392,Repuesto de Asa de Inoculacion de Nicrom 5 Mm,14,,
ML000391,Pinza Hoffman Acero Inox - 20 Mm,18,,
ML000390,Tripode para Mechero - 23 cm alto x 10 cm diametro,24,34,
ML000389,Probeta Graduada de Borosilicato - Clase A - 10 Ml,13,,
ML000388,Manguera de Silicona 4 X 7 Mm Transparente - 1 Metro,22,,
ML000387,Termometro Digital Escolar con Cable Sensor - 0 a 70°c,23,30,
ML000386,Tubo en y - Plastico,36,,
ML000382,Refrigerante Recto Esmerilado 24/40,27,,
ML000381,Tapon de Goma Nº6 - 33x25x28 mm,22,,
ML000379,Gradilla Plastica P/40 Tubos de Ensayo 18 - 20 Mm,19,39,
ML000378,Codo Colector de Destilacion Esmerilado 24/40,36,,
ML000377,Refrigerante Serpentin Esmerilado 24/40,27,32,
ML000376,Termometro P/equipo de Destilacion con Tapon Oct.-18,32,36,
ML000375,Cabeza Destilacion 3 - Bocas (24/40 - 24/40 - 10/18),32,36,
ML000374,Balon Fondo Redondo Esmerilado 24/40 - 1 Litro,27,,
ML000373,Balon Fondo Redondo Esmerilado 24/40 - 500 Ml,26,,
ML000372,Pipeta Pasteur de Vidrio - 230 Mm,2,,
ML000369,Embudo - Vidrio - 50 Mm,7,,
ML000368,"Papel Filtro Cualitativo 5,5 Cm Diametro W1 - Caja 100 Un",16,,
ML000367,"Papel Filtro 12,5 Cm W42 - Caja 100 Un",16,,
ML000366,"Papel Filtro Cuantitativo 12,5 Cm Diametro W40 - Caja 100 Un",16,,
ML000365,"Papel Filtro Cualitativo 12,5 Cm Diametro W41 - Caja 100 Un",16,,
ML000364,Vidrio de Reloj - 8 Cm,,,
ML000363,Vidrio de Reloj - 9 Cm,,,
ML000359,Hoja de Bisturi N°21 - Caja 100 Un,18,,
ML000358,Embudo - Polipropileno - 66 Mm,Ex 7,7,
ML000357,Gradilla Plastica P/8 Tubos de Ensayo 18 Mm con Secadero,13,39,
ML000355,Propipeta Tubular Roja - 25 Ml,31,33,
ML000354,Barra Agitadora Magnetica Recubierta en Teflon - 10 X 70 Mm,14,,
ML000353,Barra Agitadora Magnetica Recubierta en Teflon - 8 X 50 Mm,14,,
ML000351,Botella Tapa Azul - Borosilicato - 250 Ml,21,33,
ML000350,Probeta Graduada de Borosilicato - Clase A - 25 Ml,13,33,
ML000349NA,Vaso de Precipitado Duran - Borosilicato - Alto - 600 Ml,31,35,
ML000349,Vaso de Precipitado - Borosilicato - 600 Ml,11,34,
ML000347,Asas Calibradas 10 Microlitros Esteriles - Pack 25 Unidades,,,
ML000346,Densimetro - Rango 1.000 a 1.500,19,,
ML000345,Embudo - Vidrio - 150 Mm,32,34,36
ML000345,Embudo - Vidrio - 150 Mm,32,34,36
ML000343,Hoja de Bisturi N°10 - Caja 100 Un,18,,
ML000342,Pipeta Volumétrica o Aforada de borosilicato- 2 Ml,3,,
ML000341,Cucharilla de Combustion,34,,
ML000340,Vaso de Precipitado - Borosilicato - 10 Ml,12,34,
ML000339,Mortero de Porcelana con Pistilo - diam int  110 Mm,Ex 7,37,
ML000337,Sistema de Destilacion 1000 mL Refrigerante Recto Uniones 24/40,2B,,
ML000336,Sistema de Destilacion 500 mL con refrigerante recto uniones 24/40,36,,
ML000334,Vaso de Precipitado - Borosilicato - 25 Ml,12,34,
ML000330,Probeta Graduada de Borosilicato - Clase A - 50 Ml,13,,
ML000329,Probeta Graduada de Borosilicato - Clase A - 500 Ml,13,33,
ML000328,Pipeta Volumetrica o Aforada de borosilicato - 20 Ml,3,,
ML000327,Pipeta Volumétrica o Aforada de borosilicato - 15 Ml,3,,
ML000326,Pipeta Graduada - Borosilicato - 25 Ml,2,,
ML000325,Pipeta Graduada  de Borosilicato- 20 Ml,2,,
ML000324,Parafilm 10 Cm de Ancho - 38 Metros,Ex 7,22,
ML000323,Pinza 3 Dedos sin Nuez,30,40,
ML000321,Manguera de Silicona 8 X 12 Mm Transparente - 1 Metro,22,,
ML000318,Set de Diseccion de 14 Piezas,Ex 7,18,
ML000316,Mortero de Porcelana con Pistilo - 150 Mm,Ex 7,8,37
ML000315,Frasco Gotero de Vidrio Ambar con Inserto - 30 mL,21,37,
ML000314,Tijera de Diseccion Punta Fina Curva,Ex 7,18,
ML000313,Embudo de Decantacion con Llave de Teflon - 1 Litro,32,36,
ML000312,Hoja de Bisturi N°20 - Caja 100 Un,18,,
ML000311,Pinza Doble Bureta Tipo Fisher con Nuez,30,32,
ML000310,Perlas de Ebullición de Vidrio (Diametro 2-3 mm) - 50 gramos,,,
ML000309,Tubo De Ensayo - Borosilicato - 18 X 150 Mm,Ex 7,36,
ML000308,Botella Tapa Azul - Borosilicato - 100 Ml,21,33,
ML000307,Matraz Erlenmeyer Plastico - 250 Ml,31,37,
ML000306,Papel Optico,17,,
ML000305,Gotario de Vidrio Punta Fina sin Graduar,2,,
